gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,50,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),77.58,3884.53,No
Male,0,No,No,70,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,114.92,8036.4,No
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.58,5717.62,Yes
Male,1,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,23.88,1129.75,Yes
Female,0,No,No,67,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,70.31,4732.64,No
Female,0,No,No,35,No,Yes,No,No internet service,No,Yes,No,No,No,One year,No,Bank transfer (automatic),30.0,1038.94,No
Male,0,Yes,Yes,49,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.2,1798.08,No
Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),21.27,238.13,Yes
Male,0,No,Yes,5,Yes,Yes,No,No,No,No,No internet service,No,No,One year,Yes,Mailed check,28.75,160.81,No
Male,0,No,No,18,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.91,624.73,No
Female,0,No,No,12,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,74.65,900.6,No
Female,1,No,Yes,58,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,69.51,4036.73,No
Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,108.11,2040.56,No
Male,0,No,No,12,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.22,418.17,Yes
Female,0,No,No,17,No,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.89,1633.79,Yes
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,18.06,1130.11,Yes
Male,0,Yes,No,57,No,No,No,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),98.28,5613.9,No
Female,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.51,1470.28,No
Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),44.5,2569.44,No
Male,1,Yes,Yes,10,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.54,885.43,Yes
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,36.32,766.3,No
Female,0,Yes,No,23,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,96.82,2222.03,No
Female,0,No,Yes,6,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,46.78,263.42,No
Male,1,No,No,56,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),37.75,2119.63,No
Male,1,No,No,22,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.87,449.82,Yes
Female,0,Yes,No,35,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,48.28,1698.32,No
Male,0,Yes,Yes,28,Yes,No,DSL,No,No internet service,No,No,Yes,No,One year,No,Credit card (automatic),20.06,582.18,No
Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.38,6354.41,Yes
Male,0,Yes,No,48,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.39,3928.27,No
Female,0,No,No,34,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Electronic check,51.72,1775.12,No
Male,0,No,Yes,59,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,82.17,4856.45,No
Male,0,Yes,No,53,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,73.39,3859.96,No
Male,0,No,Yes,33,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,68.46,2237.12,No
Female,0,No,No,41,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Electronic check,80.99,3342.15,No
Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),108.38,6266.35,No
Male,0,No,Yes,12,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),102.8,1238.79,No
Female,0,No,No,47,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,90.3,4238.6,Yes
Female,0,No,No,53,Yes,No,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),100.43,5312.28,Yes
Male,0,No,Yes,65,Yes,No,No,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,81.43,5310.49,No
Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),106.48,3435.19,Yes
Male,1,No,No,17,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,63.99,1081.66,No
Female,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),27.34,1405.2,Yes
Male,0,No,No,52,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),57.82,2976.84,No
Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),109.71,2497.21,No
Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,61.4,2516.96,No
Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.29,2788.17,No
Male,0,Yes,No,71,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,115.29,8201.24,No
Female,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.26,2112.81,No
Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),35.67,1523.01,No
Female,0,No,No,46,No,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),119.32,5511.51,Yes
Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25.05,1675.9,Yes
Female,0,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,102.96,7024.19,No
Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,36.39,555.35,No
Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.1,783.05,No
Female,0,No,Yes,39,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.4,3673.67,No
Female,0,Yes,Yes,14,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,53.36,731.01,No
Female,0,Yes,No,50,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.82,3385.33,Yes
Male,0,No,Yes,71,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),67.1,4790.98,No
Female,0,No,No,69,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),119.86,8256.97,No
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),72.35,363.84,Yes
Female,1,Yes,Yes,18,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,70.11,1282.72,No
Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.69,5748.28,Yes
Female,1,Yes,No,15,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),73.55,1096.57,No
Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.47,2353.97,No
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),85.15,5182.67,No
Female,0,No,No,33,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),23.24,787.82,No
Female,0,No,No,66,No,Yes,No,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,97.58,6436.68,No
Male,0,No,No,36,Yes,Yes,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),115.15,4128.05,No
Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,47.01,1856.27,No
Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),67.62,3061.87,No
Female,0,No,No,3,Yes,No,No,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,95.11,271.11,No
Female,0,No,Yes,66,Yes,Yes,No,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,67.94,4463.06,No
Female,0,No,No,24,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,118.23,2807.89,No
Male,0,Yes,No,55,Yes,No,No,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,39.63,2209.31,No
Female,1,No,Yes,66,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.55,6820.85,No
Male,1,No,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,77.26,1852.75,No
Female,1,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.64,1308.98,Yes
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,98.04,908.5,Yes
Male,0,Yes,No,32,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,50.86,1602.35,Yes
Female,0,No,Yes,23,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.33,1461.12,No
Female,0,No,No,51,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,32.07,1657.56,No
Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,64.8,3178.37,Yes
Female,0,Yes,No,56,Yes,No,No,No,No,No internet service,No,No,Yes,One year,Yes,Electronic check,82.3,4610.04,No
Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.45,634.04,Yes
Female,1,Yes,No,29,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,78.69,2292.56,No
Female,1,No,No,0,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,44.16,0.0,Yes
Male,0,Yes,Yes,48,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),99.32,4755.31,No
Female,0,No,Yes,66,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),19.58,1304.07,No
Female,0,Yes,Yes,25,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,62.87,1542.24,Yes
Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,51.33,1655.55,No
Male,0,No,No,4,Yes,No,No,No,Yes,No,Yes,No,No internet service,One year,No,Credit card (automatic),20.63,69.72,No
Female,0,Yes,No,66,Yes,No,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),45.17,2952.66,No
Male,0,No,No,67,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),118.64,7969.2,Yes
Female,0,No,Yes,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),20.86,842.39,No
Female,1,No,Yes,33,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),35.95,1179.94,Yes
Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Mailed check,95.58,1161.58,No
Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,117.61,2695.5,No
Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,117.48,3200.23,No
Female,0,No,No,3,Yes,No,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),49.41,145.17,No
Male,0,Yes,Yes,50,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.21,4951.76,No
Female,0,No,Yes,70,Yes,No,No,No,Yes,No,No internet service,No,No,One year,Yes,Mailed check,97.82,6827.76,No
Male,1,No,Yes,38,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),102.7,3897.14,Yes
Male,0,No,No,17,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Mailed check,100.01,1709.42,No
Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,82.03,3106.43,No
Female,0,Yes,No,28,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,One year,No,Bank transfer (automatic),95.32,2646.56,No
Female,0,No,No,64,Yes,No,No,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,114.14,7311.08,No
Female,0,No,No,16,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),103.0,1676.26,Yes
Female,0,No,No,40,Yes,No,No,Yes,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,19.93,797.96,No
Male,0,No,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),18.19,1289.47,No
Female,0,No,No,61,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,111.27,6802.31,No
Male,0,No,Yes,54,Yes,No,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,26.74,1414.8,No
Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,114.47,5957.18,No
Male,0,No,No,28,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Electronic check,69.84,1961.97,No
Male,0,Yes,No,44,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43.42,1890.67,No
Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.37,1316.42,Yes
Male,0,Yes,Yes,10,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,No,Credit card (automatic),35.27,353.24,Yes
Female,1,Yes,Yes,51,Yes,No,No,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,23.2,1189.97,No
Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Electronic check,58.45,1491.65,No
Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.01,9.71,Yes
Male,0,Yes,No,0,Yes,No,DSL,No,No internet service,No,No,No,No internet service,One year,No,Mailed check,78.51,0.0,Yes
Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.9,3985.52,No
Male,1,No,Yes,43,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,31.38,1356.44,No
Male,0,Yes,No,60,Yes,No,No,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,101.76,6114.36,No
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,65.96,584.43,Yes
Female,0,Yes,No,26,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.12,1235.54,No
Female,0,Yes,Yes,59,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,One year,No,Electronic check,110.4,6505.15,No
Female,1,Yes,No,72,No,Yes,No,No,No,No,No internet service,No,No,One year,Yes,Electronic check,51.28,3679.43,No
Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),77.03,4860.8,No
Female,0,No,No,11,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,105.18,1185.17,No
Female,0,No,No,69,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),25.89,1812.96,No
Male,0,No,Yes,63,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),94.29,5910.78,No
Female,0,No,No,30,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),116.98,3515.21,No
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),49.32,3412.23,No
Male,0,Yes,Yes,20,No,No,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),106.56,2133.21,Yes
Female,0,No,No,12,Yes,Yes,No,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,106.24,1287.27,No
Male,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.78,5646.45,No
Male,1,No,Yes,45,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),62.45,2837.35,No
Female,0,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,111.95,3020.92,No
Male,0,No,No,69,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),31.69,2164.33,Yes
Female,0,Yes,Yes,60,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),109.04,6565.78,No
Male,0,No,No,7,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,39.2,302.49,Yes
Male,0,Yes,No,28,Yes,No,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,80.36,2241.01,No
Male,0,Yes,No,41,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.91,4467.56,No
Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,82.34,4338.13,No
Female,1,No,Yes,2,Yes,No,No,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),102.36,198.74,Yes
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.44,683.94,No
Male,0,No,No,6,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,109.96,677.64,No
Male,1,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.05,1746.87,Yes
Female,0,No,No,36,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,111.08,3997.89,No
Male,0,No,No,3,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,102.68,285.48,Yes
Male,0,Yes,No,54,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.99,6246.84,Yes
Female,0,Yes,No,25,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,34.49,841.99,No
Female,1,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.44,544.97,Yes
Male,0,Yes,No,43,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,63.34,2747.49,No
Female,0,No,No,55,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,106.54,5872.18,No
Female,0,Yes,Yes,1,Yes,No,No,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,57.31,59.28,No
Female,1,No,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),26.87,1896.41,Yes
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.35,1413.36,Yes
Female,0,No,No,50,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),26.86,1332.47,No
Male,0,Yes,No,18,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.76,1311.77,No
Female,0,Yes,No,0,No,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.52,0.0,Yes
Male,0,No,No,56,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),110.59,6198.9,No
Male,0,Yes,Yes,16,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),21.55,350.6,No
Male,0,No,No,46,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.44,2442.64,No
Female,1,No,No,56,Yes,No,No,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,57.38,3196.91,No
Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),43.21,2393.75,No
Male,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,99.45,2796.74,No
Female,0,Yes,Yes,53,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,73.18,3882.61,No
Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,86.69,3382.64,Yes
Female,0,No,Yes,9,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,117.28,1043.66,Yes
Male,0,No,Yes,22,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),40.77,912.61,No
Female,0,No,Yes,71,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,101.65,7187.34,No
Male,0,Yes,No,33,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,56.81,1899.37,No
Male,0,Yes,No,23,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,101.15,2324.97,No
Male,1,No,No,59,No,Yes,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,35.0,2046.07,No
Female,0,Yes,Yes,58,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.56,5928.21,No
Female,1,No,No,47,Yes,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,67.32,3159.58,Yes
Female,1,No,No,47,Yes,No,No,No internet service,Yes,No,Yes,No,No,Two year,No,Mailed check,62.22,2914.19,No
Female,0,No,No,15,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,107.37,1631.74,Yes
Male,1,Yes,Yes,37,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,116.18,4272.31,No
Male,0,No,No,33,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),59.88,1992.29,No
Female,0,No,No,0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.21,0.0,Yes
Male,0,Yes,No,32,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,114.44,3664.55,No
Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,49.6,2446.38,No
Male,0,No,Yes,47,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.38,4371.0,No
Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.54,4331.49,No
Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,115.9,1959.39,No
Male,0,No,Yes,30,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,91.0,2730.71,No
Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),98.83,3925.37,No
Male,0,Yes,Yes,8,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),102.32,834.43,Yes
Male,0,No,No,61,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,53.96,3268.3,Yes
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),57.57,2881.37,No
Male,0,No,No,18,Yes,No,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),60.15,1062.57,No
Male,1,No,No,34,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Mailed check,40.63,1381.13,No
Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),88.82,1876.66,No
Male,0,Yes,Yes,44,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,87.23,3863.31,No
