gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,21,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,21.55,449.76,No
Female,0,Yes,No,18,No,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),20.26,347.53,No
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),111.19,3645.52,No
Male,0,No,No,33,Yes,No,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),113.82,3731.45,No
Female,0,Yes,No,50,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,113.96,5711.58,No
Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.9,822.58,Yes
Female,0,No,No,66,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),101.19,6698.62,No
Female,1,No,No,4,No,No,DSL,Yes,No,No internet service,No,No,No,One year,Yes,Electronic check,84.02,306.19,Yes
Male,0,No,No,61,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),109.79,6690.29,No
Male,1,No,No,22,Yes,No,No,Yes,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),78.99,1767.09,No
Male,0,Yes,Yes,35,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),56.85,1976.74,No
Female,0,No,No,6,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),53.71,315.18,Yes
Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.09,4917.91,Yes
Female,1,No,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,116.64,2351.1,No
Female,1,No,Yes,23,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,86.61,2021.85,No
Female,0,No,No,28,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),36.03,1029.57,No
Female,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),70.48,1532.88,No
Female,0,Yes,No,61,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),56.29,3458.54,No
Female,1,Yes,No,52,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Electronic check,22.18,1165.97,No
Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,Two year,No,Credit card (automatic),79.42,2480.47,No
Female,1,Yes,No,26,Yes,Yes,No,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),71.56,1844.06,No
Female,0,No,No,35,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.79,1993.12,No
Female,0,No,No,27,Yes,Yes,No,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),46.31,1249.8,No
Female,0,No,No,5,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),50.85,283.88,Yes
Male,0,No,No,52,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.04,3799.56,No
Male,1,No,Yes,25,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.83,598.36,No
Female,1,No,No,0,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.11,0.0,Yes
Female,0,No,Yes,48,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),66.91,3233.93,No
Male,1,No,No,45,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),53.01,2399.54,No
Male,1,No,No,19,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),30.67,589.16,No
Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,115.44,1621.01,No
Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.52,874.76,Yes
Male,0,Yes,No,26,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,46.66,1190.35,No
Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,53.93,1979.61,No
Male,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.78,1210.47,Yes
Female,0,Yes,No,43,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,86.2,3681.97,No
Female,0,No,No,65,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),51.23,3355.11,No
Female,0,Yes,No,19,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.97,1815.79,Yes
Male,0,Yes,No,42,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),77.69,3289.82,No
Female,1,Yes,No,16,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Mailed check,80.91,1266.7,No
Female,0,Yes,No,31,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),24.77,745.16,No
Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,23.61,1678.39,Yes
Female,0,No,No,49,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,91.77,4485.12,No
Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),106.06,7435.17,No
Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Two year,No,Electronic check,55.52,2711.56,No
Female,0,No,No,47,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,62.37,2941.45,No
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,One year,Yes,Credit card (automatic),83.0,2416.14,Yes
Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.21,1501.12,Yes
Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,69.82,3979.06,No
Female,0,No,No,46,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.94,5480.0,Yes
Male,0,Yes,Yes,56,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,50.72,2830.49,No
Male,0,No,No,8,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.75,292.66,Yes
Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),37.83,131.84,Yes
Male,0,Yes,No,31,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,111.7,3456.7,No
Male,0,No,Yes,17,No,No,DSL,No,No,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),118.86,1996.53,No
Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),61.67,1456.33,No
Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.71,4221.39,No
Male,0,No,No,12,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,19.24,231.82,No
Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),40.39,1811.35,No
Female,0,Yes,No,14,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,89.29,1270.73,No
Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),117.46,2799.62,No
Male,0,No,No,33,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),101.33,3316.54,No
Female,0,Yes,No,26,No,Yes,DSL,No internet service,No,No,No,Yes,No,One year,No,Electronic check,75.01,1966.78,No
Female,0,Yes,No,54,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,No,Electronic check,39.83,2154.68,No
Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),22.94,597.86,No
Female,0,No,Yes,72,No,No,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),119.86,8648.42,No
Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),107.43,2029.75,No
Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),67.35,398.89,No
Female,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),25.46,1421.24,No
Female,0,No,No,66,No,No,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,No,Electronic check,44.15,2904.76,No
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.65,209.05,Yes
Male,0,No,Yes,67,Yes,No,No,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.81,6164.19,No
Male,0,Yes,Yes,50,No,Yes,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,92.92,4652.97,No
Female,0,No,Yes,61,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,Yes,Electronic check,74.7,4583.24,No
Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,87.46,602.54,Yes
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,50.34,2771.03,No
Female,0,No,No,22,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.58,2442.45,No
Male,0,Yes,No,60,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,50.78,3027.11,No
Male,1,Yes,No,3,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),76.47,212.7,Yes
Male,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,116.72,5575.31,Yes
Male,1,No,No,40,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,37.53,1488.98,No
Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.02,1925.72,No
Male,0,No,Yes,34,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),27.29,914.79,No
Male,1,Yes,No,30,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,92.25,2768.87,Yes
Male,1,Yes,No,47,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,102.49,4794.83,No
Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.28,2304.31,No
Male,0,Yes,Yes,9,Yes,No,No,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,66.72,596.86,Yes
Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,119.71,6321.29,No
Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,56.3,1232.48,No
Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,91.36,5205.8,No
Male,0,No,No,26,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),34.22,877.25,No
Male,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,20.75,316.1,No
Male,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),49.55,267.54,No
Male,0,No,No,23,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),36.37,836.47,No
Female,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,46.33,895.16,No
Female,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.86,1436.03,Yes
Female,0,Yes,No,3,No,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,33.96,84.08,Yes
Female,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,48.5,3515.76,No
Female,1,Yes,No,54,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),64.44,3494.73,No
Male,0,No,No,66,Yes,No,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),103.21,6829.65,No
Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),83.75,2825.82,No
Male,0,No,No,2,No,No,DSL,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),91.77,211.83,Yes
Female,1,No,No,1,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Credit card (automatic),58.21,54.24,Yes
Female,0,No,No,30,Yes,No phone service,DSL,No,No,No internet service,No,No,No,One year,No,Mailed check,83.47,2506.26,No
Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,58.52,2520.53,No
Male,1,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,100.69,7170.25,No
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.23,5137.02,Yes
Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),77.56,2638.24,No
Female,0,No,No,13,No,No,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,No,Electronic check,31.43,424.86,No
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,68.14,3395.74,No
Male,1,Yes,No,36,Yes,No,No,No,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),115.65,4180.12,No
Female,0,Yes,No,7,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,118.45,827.33,Yes
Female,0,No,Yes,18,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),76.83,1380.82,No
Female,0,Yes,Yes,54,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,27.71,1516.95,No
Male,0,No,No,39,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,94.71,3669.6,Yes
Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),68.29,4493.11,No
Female,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),109.7,6925.12,No
Male,0,No,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.26,2081.58,No
Female,0,No,No,57,Yes,No phone service,No,No,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),70.24,3991.32,No
Female,0,No,No,17,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,58.95,999.72,Yes
Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),61.55,2386.05,No
Male,0,Yes,No,8,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),81.91,639.67,Yes
Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),53.38,211.78,No
Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),46.51,941.57,No
Male,0,No,No,28,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,61.11,1723.89,Yes
Male,0,Yes,No,15,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.22,1199.95,No
Male,0,Yes,No,14,Yes,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Mailed check,112.86,1553.68,No
Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),117.62,8220.16,No
Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),108.3,5614.35,No
Female,1,No,No,35,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,76.56,2673.95,Yes
Male,0,Yes,No,37,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,Yes,Electronic check,114.9,4259.82,No
Female,0,No,No,44,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),44.46,1943.7,No
Male,0,Yes,No,62,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.38,4171.61,No
Female,1,No,No,61,Yes,No phone service,No,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,94.74,5769.76,No
Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),114.68,665.91,Yes
Female,0,No,No,72,No,No phone service,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,77.73,5577.24,No
Male,0,Yes,No,8,Yes,Yes,No,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),51.15,406.82,No
Female,0,Yes,No,30,Yes,No,No,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,104.29,3155.53,No
Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),92.31,4430.39,No
Female,1,Yes,Yes,48,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,30.23,1448.13,No
Male,0,No,Yes,54,Yes,No,No,No,No,Yes,Yes,No internet service,No,One year,No,Electronic check,107.36,5817.52,No
Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Credit card (automatic),99.84,5873.77,No
Female,0,Yes,No,41,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.99,4448.2,No
Female,0,No,No,3,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,27.19,94.45,Yes
Male,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),38.07,2692.73,No
Female,0,Yes,No,23,Yes,No,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.33,1096.69,No
Male,0,No,No,7,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),26.88,197.17,Yes
Male,1,Yes,Yes,71,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,79.98,5705.72,No
Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,93.29,3067.56,Yes
Male,0,Yes,No,36,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),68.97,2466.37,No
Female,0,Yes,No,17,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,105.41,1762.34,No
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Electronic check,108.57,3169.11,No
Male,0,No,Yes,66,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),87.26,5765.69,No
Female,1,No,No,12,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),46.87,568.43,No
Female,0,No,No,52,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,65.42,3389.35,No
Male,1,Yes,No,10,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),109.65,1077.02,Yes
Male,1,Yes,No,6,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),24.16,174.48,Yes
Female,0,Yes,Yes,11,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),37.33,433.6,No
Male,1,Yes,Yes,21,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),117.19,2435.97,No
Male,1,No,Yes,51,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),99.98,5087.66,No
Female,0,Yes,No,60,Yes,No,No,No,No,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),23.36,1417.93,No
Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),55.54,3037.01,No
Male,0,No,Yes,11,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,77.27,853.46,Yes
Male,0,No,No,8,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.65,476.55,Yes
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),101.87,307.94,Yes
Female,1,Yes,No,4,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.19,328.69,Yes
Male,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,62.97,3103.21,No
Female,0,Yes,Yes,7,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),117.83,849.55,No
Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No internet service,Two year,Yes,Mailed check,108.89,646.69,No
Male,1,No,No,68,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),43.18,2922.64,Yes
Male,1,Yes,No,22,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,21.49,491.04,No
Male,0,No,Yes,43,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,24.24,1018.02,No
Female,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),104.24,1551.42,No
Female,0,Yes,Yes,48,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,67.62,3231.96,No
Male,0,No,No,67,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.82,3699.96,No
Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,113.63,1584.44,No
Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,No,Mailed check,104.19,4064.6,No
Male,0,No,No,1,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,No,Electronic check,43.72,44.48,No
Female,0,Yes,No,30,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,60.24,1804.95,No
Male,0,No,No,64,Yes,No,No,No internet service,Yes,No,No,Yes,No,One year,Yes,Electronic check,20.39,1333.87,No
Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,92.42,4352.47,No
Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,95.88,3551.18,No
Female,0,No,No,64,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.7,2609.54,Yes
Female,0,No,No,40,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,39.2,1577.72,No
Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,61.82,1517.71,No
Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.77,1039.42,Yes
Female,0,No,No,37,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,64.59,2364.67,Yes
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,32.44,2258.36,No
Female,1,Yes,Yes,63,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Two year,No,Electronic check,66.65,4209.22,No
Male,0,No,Yes,28,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),49.08,1380.25,No
Male,0,Yes,No,61,Yes,No phone service,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),115.28,7007.3,No
Female,0,No,No,50,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),116.38,5819.57,No
Female,0,No,Yes,3,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,21.11,48.64,Yes
Female,1,Yes,Yes,42,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),19.71,837.58,No
Male,0,No,No,16,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),58.63,913.64,No
Female,1,No,No,43,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.35,2553.9,Yes
